QKEY,INTERVIEW_START_W119,INTERVIEW_END_W119,DEVICE_TYPE_W119,LANG_W119,FORM_W119,DESRISK_COMF_W119,DESRISK_CREAT_W119,DESRISK_NTECH_W119,RISK2_W119,AI_HEARD_W119,CNCEXC_W119,USEAI_W119,AIKNOW1_W119,AIKNOW2_W119,AIKNOW3_W119,AIKNOW5_W119,AIKNOW6_W119,AIKNOW7_W119,AIKNOW1_CORRECT_W119,AIKNOW2_CORRECT_W119,AIKNOW3_CORRECT_W119,AIKNOW5_CORRECT_W119,AIKNOW6_CORRECT_W119,AIKNOW7_CORRECT_W119,AIKNOW_INDEX_W119,AIHCCOMF_W119,AIHCTRT1_W119,AIHCTRT2_W119,MEDBIAS_W119,AIHCCHG_QUAL_W119,AIHCCHG_MIST_W119,AIHCCHG_REL_W119,AIHCCHG_RACETHN_W119,AIHCCHG_SECUR_W119,HCMEDBIAS_W119,BIASBETR_OE1_W119,BIASBETR_OE2_W119,BIASBETR_OE3_W119,BIASBETR_REFUSED_W119,BIASWORS_OE1_W119,BIASWORS_OE2_W119,BIASWORS_OE3_W119,BIASWORS_REFUSED_W119,BIASSAME_OE1_W119,BIASSAME_OE2_W119,BIASSAME_OE3_W119,BIASSAME_REFUSED_W119,SCDETECT1_W119,SCDETECT2_W119,SCDETECT3_W119,SCDETECT4_W119,AIMH1_W119,AIMH2_W119,AIMH3_W119,AIMH5_W119,AIPAIN1_W119,AIPAIN2_W119,AIPAIN3_W119,AIPAIN4_W119,SROBOT1_W119,SROBOT2_W119,SROBOT3_W119,AIPROT1_W119,AIPROT2_W119,AICROP1_W119,AICROP2_W119,AIEXT1_W119,AIEXT2_W119,AINEWS1_W119,AINEWS2_W119,AIIMAG1_W119,AIIMAG2_W119,EMPLSIT_W119,JOBAPPYR_W119,INDUSTRYCOMBO_W119,AIWRK2_a_W119,AIWRK2_b_W119,AIWRK2_c_W119,AIWRK3_a_W119,AIWRK3_b_W119,AIWRK3_c_W119,AIWRKH1_W119,AIWRKH2_a_W119,AIWRKH2_b_W119,AIWRKH3_a_W119,AIWRKH3_b_W119,AIWRKH3_c_W119,AIWRKH3_d_W119,AIWRKH4_W119,AIWRKH5Y_OE1_W119,AIWRKH5Y_OE2_W119,AIWRKH5Y_OE3_W119,AIWRKH5Y_REFUSED_W119,AIWRKH5N_OE1_W119,AIWRKH5N_OE2_W119,AIWRKH5N_OE3_W119,AIWRKH5N_REFUSED_W119,HIREBIAS1_W119,HIREBIAS2_W119,AIWRKM1_W119,AIWRKM2_a_W119,AIWRKM2_b_W119,AIWRKM2_c_W119,AIWRKM2_d_W119,AIWRKM2_e_W119,AIWRKM2_f_W119,AIWRKM3_a_W119,AIWRKM3_b_W119,AIWRKM3_c_W119,AIWRKM3_d_W119,AIWRKM3_e_W119,AIWRKM3_f_W119,AIWRKM4_a_W119,AIWRKM4_b_W119,EVALBIAS1_W119,EVALBIAS2_W119,FACERECWK1_W119,FACERECWK2_a_W119,FACERECWK2_b_W119,FACERECWK2_c_W119,FACERECWK3_a_W119,FACERECWK3_b_W119,FACERECWK3_c_W119,TWITTER1_MOD_W119,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W119
201801133769,12/13/2022 15:19:32,12/13/2022 15:27:48,2,1,2,4,3,3,2,2,2,2,1,2,3,1,3,2,1,1,1,1,1,1,6,3,1,1,2,1,1,2,1,2,3, , , ,0, , , ,0,30, , ,1, , , , , , , , ,3,2,3,3,2,1,2, , , , ,2,1, , ,3,2,1,1,2,1,1,1,2,2,2,2,1,2,9,9,9,9,2, , , ,0,1, , ,1,1,3,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,3,2,1,2,1,2,2,2,2,1,2,3,2,3,1,1,6,2, ,1,1,1,1,1,1,1,2,1,2,4,2,2,3,1,9,3,1,1,3,0.37260228403074286
201801133790,12/13/2022 16:07:13,12/13/2022 16:17:56,2,1,2,3,2,3,2,2,3,2,1,2,3,1,3,2,1,1,1,1,1,1,6,3,2,1,1,2,1,2,3,2,3, , , ,0, , , ,0,30, , ,1, , , , , , , , ,3,2,3,3,2,1,2, , , , ,2,1, , ,2,3,2,2,11,1,1,1,3,3,9,2,1,2,3,3,2,2,2, , , ,0,7, , ,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,3,2,2,2,2,3,1,1,2,2,2,3,3,2,2,1,6,2, ,1,1,1,1,1,1,9, ,3,5,2, ,2,4,1,7,4,2,1,2,0.36009308285184316
201801133852,12/13/2022 14:52:33,12/13/2022 15:40:37,1,1,2,3,4,3,1,2,2,2,1,9,9,1,2,2,1,0,0,1,0,1,3,3,2,1,2,3,2,2,3,2,3, , , ,0, , , ,0,30, , ,1, , , , , , , , ,3,1,2,1,3,9,4, , , , ,3,2, , ,2,9,1,1,3,1,2,9,2,3,3,3,9,2,3,3,2,3,2, , , ,0,1, , ,1,3, ,3,9,1,9,1,1,9,9,1,1,9,9,1,9,9,3, ,3,9,9,9,4,9,4,2,2,2,3,3,2,2,1,6,2, ,1,5,4,1,1,2,1,1,1,2,1, ,1,1,1,1,1,1,2,1,0.9678150104848243
201801133980,12/15/2022 13:10:48,12/15/2022 13:36:05,1,1,2,5,1,1,1,3,2,5,9,1,3,1,9,3,0,0,1,1,0,0,2,2,3,1,3,1,1,1,1,1,1,99, , ,99, , , ,0, , , ,0, , , , , , , , ,3,9,3,3,3,9,4, , , , ,3,9, , ,3,9,1,2,3,9,9,9,9,9,9,3,9,9,9,9,9,9,2, , , ,0,99, , ,99,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,5,2,9,9,9,9,9,9,2,1,2,3,3,4,2,2,3,2, ,1,1,1,1,1,1,1,1,1,5,2, ,2,3,1,4,3,1,2,2,0.6467935991579451
201801133995,12/18/2022 09:01:35,12/18/2022 09:21:14,2,1,1,1,2,2,1,2,3,5,1,9,3,1,3,9,1,0,1,1,1,0,4,4,2,1,2,3,3,2,1,1,2, , , ,0, , , ,0, , , ,0,3,1,2,1,2,2,3,2, , , , , , , ,3,1,3,1, , ,3,9, , ,1,2,2,1,2,9,2,2,9,2,1,2,1,1,2,2,1,1,2, ,1, , , ,0,1,2,3,2,2,2,1,1,9,2,2,2,3,2,1,9,2,2,2,2,1,2,1,2,2,1,1,1,2,3,3,3,2,2,3,2, ,1,1,1,1,1,1,1,1,1,2,2, ,2,3,1,6,3,2,1,2,0.6942179093292739
201801134079,12/14/2022 12:17:22,12/14/2022 12:31:11,3,1,1,2,2,5,1,2,2,99,9,3,9,1,9,2,0,0,0,1,0,1,2,4,2,1,3,2,2,2,2,2,2, , , ,0, , , ,0, , , ,0,3,9,4,3,3,9,4,3, , , , , , , ,3,9,3,9, , ,3,3, , ,4,2, ,1,3,2,3,3,3,3,2,2,3,3,3,3,2, , , ,0,99, , ,99,2,3,3,2,2,2,2,2,2,9,2,3,9,9,1,2,2,2,3,3,2,2,2,3,9,3,2,2,2,3,3,3,2,3,2,2, ,1,99,99,1,1,3,12, ,3,6,4,99,9,9,1,1,3, ,2,99,1.694663210243859
201801134198,12/12/2022 16:09:56,12/12/2022 18:23:45,2,1,1,2,3,4,2,2,2,4,9,9,9,9,9,9,0,0,0,0,0,0,0,3,3,1,2,3,3,2,3,1,4, , , ,0, , , ,0, , , ,0,3,3,3,2,3,9,4,1, , , , , , , ,3,9,3,9, , ,2,2, , ,5,2, ,1,3,1,2,9,2,3,2,2,3,1,3,2,2, , , ,0,10,1, ,1,2,2,3,1,1,1,1,2,2,1,3,1,2,2,2,2,2,2,3,3,1,2,1,3,2,2,2,1,2,3,2,4,1,1,6,2, ,1,1,1,1,1,1,1,2,1,3,2, ,2,3,1,9,3,2,2,3,0.39722912529143767
201801134238,12/14/2022 09:49:35,12/14/2022 10:16:28,2,1,2,2,3,1,1,2,2,2,9,2,3,9,4,2,0,1,1,0,0,1,3,2,1,1,3,1,1,3,3,3,3, , , ,0, , , ,0,98, , ,1, , , , , , , , ,3,9,3,3,3,9,2, , , , ,3,9, , ,2,9,1,2,4,1,9,1,9,9,1,3,9,9,9,1,9,9,1,3, , ,1, , , ,0,3, ,3,9,9,9,9,9,9,2,2,9,2,9,1,9,9,3, ,3,2,2,2,9,9,2,1,1,2,3,3,3,1,1,6,2, ,1,1,1,1,1,1,1,1,1,3,1, ,1,1,1,9,1,1,2,3,0.6388474555683324
201801134242,12/14/2022 14:57:18,12/14/2022 15:14:43,1,1,1,2,4,3,1,2,2,2,1,2,3,1,3,2,1,1,1,1,1,1,6,2,1,1,2,3,1,2,1,3,2, , , ,0, , , ,0, , , ,0,3,2,2,3,2,3,4,2, , , , , , , ,3,9,3,3, , ,2,3, , ,1,2,11,1,9,1,3,9,1,2,1,2,2,1,2,2,2, , , ,0,10, , ,1,1,2,2,9,2,2,1,2,9,2,2,3,3,2,1,9,9,2,3,2,2,2,2,2,9,2,1,1,2,3,2,2,2,1,5,2, ,1,1,1,1,1,5,2,2,2,2,3,2,2,3,1,8,2,1,1,2,0.6787365601877318
201801134315,12/13/2022 17:30:39,12/13/2022 17:45:08,1,1,1,4,3,3,2,2,2,4,1,2,3,1,3,2,1,1,1,1,1,1,6,4,2,1,3,2,2,2,2,2,3, , , ,0, , , ,0, , , ,0,3,3,4,2,3,3,4,3, , , , , , , ,3,3,3,2, , ,3,3, , ,5,2, ,2,3,2,3,3,3,2,2,2,2,2,2,2,2, , , ,0,4, , ,1,3, ,3,2,2,2,9,2,2,4,1,3,4,3,4,2,2,3, ,2,2,2,2,1,1,1,2,2,2,3,3,3,1,1,5,2, ,1,1,1,1,1,1,1,2,1,5,3,1,1,1,1,4,2,2,1,2,0.8727979675129645
201801134328,12/13/2022 15:20:40,12/13/2022 15:38:29,2,1,2,3,3,3,2,1,2,5,1,2,9,4,3,4,1,1,0,0,1,0,3,1,2,1,2,2,2,2,3,2,3, , , ,0, , , ,0,15, , ,1, , , , , , , , ,3,9,4,2,2,3,4, , , , ,3,9, , ,3,9,5,2, ,1,3,1,3,3,3,3,2,2,2,3,2,2,2, , , ,0,1, , ,1,2,4,2,9,9,2,9,2,2,3,2,3,2,3,1,2,2,3, ,2,2,2,2,2,2,2,2,1,2,3,1,4,2,3,2,2, ,1,1,1,1,1,5,2,1,2,2,1, ,1,1,1,1,2,2,2,1,0.7714195592399475
201801134353,12/14/2022 03:56:47,12/16/2022 09:11:28,2,1,2,4,1,2,1,2,2,2,1,2,3,1,3,2,1,1,1,1,1,1,6,2,1,1,3,1,1,1,1,2,1,10,41, ,1, , , ,0, , , ,0, , , , , , , , ,2,2,3,2,2,1,2, , , , ,2,2, , ,2,2,1,1,3,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1, , ,1, , , ,0,2,2,2,1,1,1,1,1,1,2,2,1,1,4,2,1,1,2,2,2,1,1,1,9,9,2,2,1,2,3,2,3,1,2,3,2, ,1,1,1,1,1,3,11,1,4,1,4,1,1,1,1,6,2,1,2,3,0.4415613476888052
201801134373,12/13/2022 14:53:50,12/13/2022 15:02:34,2,1,2,4,2,4,2,1,2,5,1,2,3,1,3,2,1,1,1,1,1,1,6,4,2,1,1,2,2,2,2,2,5, , , ,0,20, , ,1, , , ,0, , , , , , , , ,3,3,4,2,2,1,2, , , , ,3,2, , ,1,3,3,2, ,1,2,2,3,2,3,2,2,2,2,2,2,2,2, , , ,0,1, , ,1,1,5,3,2,2,2,2,2,2,4,1,3,3,1,1,2,2,1,5,3,2,2,2,1,1,1,1,1,2,3,2,2,2,1,5,2, ,1,1,1,1,1,1,1,2,1,5,2, ,2,4,1,9,5,1,1,3,0.42448953099007025
201801134391,12/13/2022 14:52:07,12/13/2022 14:59:42,2,1,2,3,2,3,2,2,3,4,1,2,3,1,3,9,1,1,1,1,1,0,5,3,3,2,1,3,3,2,1,1,2,20,10, ,1, , , ,0, , , ,0, , , , , , , , ,2,2,3,3,2,2,3, , , , ,2,2, , ,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2, , , ,0,99, , ,99,1,3,3,2,2,2,2,2,1,2,1,2,2,3,1,2,2,1,3,2,1,2,2,2,2,1,2,1,2,3,2,1,2,1,5,2, ,1,1,1,1,1,2,10, ,3,6,2, ,2,4,1,2,5,2,1,2,0.6435187979463076
201801134499,12/14/2022 22:10:12,12/14/2022 23:01:19,1,1,2,3,2,3,1,3,3,5,9,1,9,9,9,2,0,0,0,0,0,1,1,2,1,1,3,1,1,1,1,1,3, , , ,0, , , ,0,90, , ,1, , , , , , , , ,3,9,2,1,2,9,2, , , , ,3,9, , ,3,9,5,2, ,1,3,1,3,9,1,3,2,9,1,1,1,1,1,5, , ,1, , , ,0,3, ,3,1,1,1,1,1,1,3,2,2,2,3,1,1,1,2,4,2,9,9,1,2,2,2,2,2,2,3,2,4,1,2,4,2, ,1,1,1,1,1,1,1,1,1,4,2, ,2,4,1,6,4,3,1,2,0.3127178516625369
201801134506,12/13/2022 15:33:47,12/13/2022 16:01:22,2,1,1,3,3,4,1,2,2,5,1,2,9,1,3,2,1,1,0,1,1,1,5,4,2,1,3,2,2,2,3,2,3, , , ,0, , , ,0, , , ,0,3,9,3,3,3,3,4,3, , , , , , , ,3,3,3,3, , ,3,3, , ,1,2,6,2,3,2,3,3,3,3,2,2,3,2,2,2,2, , , ,0,1, , ,1,3, ,3,2,2,2,2,2,2,9,2,9,9,9,1,2,2,3, ,2,2,2,2,9,9,1,1,1,2,3,2,3,2,2,3,2, ,1,1,1,1,1,3,1,2,1,5,1, ,1,1,1,3,2,2,2,2,0.8039333211391987
201801134529,12/13/2022 20:02:23,12/13/2022 20:23:03,1,1,2,4,4,4,2,2,2,3,1,2,3,1,3,2,1,1,1,1,1,1,6,3,2,1,2,2,1,2,3,1,3, , , ,0, , , ,0,99, , ,99, , , , , , , , ,2,3,4,2,2,1,4, , , , ,3,1, , ,3,9,2,2,5,1,2,9,3,2,3,2,2,2,1,1,2,2,2, , , ,0,99, , ,99,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,3,2,2,2,1,1,1,2,1,2,3,2,4,2,1,6,2, ,1,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,2,2,1,2,0.7174927459384727
201801134550,12/13/2022 14:53:45,12/13/2022 16:05:45,2,1,1,3,2,2,2,1,2,2,1,2,3,1,3,2,1,1,1,1,1,1,6,3,2,1,1,2,3,2,3,3,3, , , ,0, , , ,0, , , ,0,3,2,3,3,2,2,4,3, , , , , , , ,3,1,3,1, , ,3,3, , ,1,2,8,2,2,2,3,2,2,3,9,2,2,1,2,2,1,98, , ,1, , , ,0,1,4,2,2,2,2,1,2,9,4,1,3,4,3,1,2,2,1,4,3,9,2,2,2,2,1,2,1,2,3,1,2,2,1,6,2, ,1,1,1,1,1,6,9, ,3,6,2, ,2,4,1,5,4,1,1,2,0.30831463589233443
201801134603,12/17/2022 11:50:14,12/17/2022 12:12:09,2,1,1,3,3,3,2,2,3,2,1,2,3,1,3,2,1,1,1,1,1,1,6,3,1,1,3,3,1,2,3,3,3, , , ,0, , , ,0, , , ,0,3,1,1,1,3,2,2,1, , , , , , , ,3,1,3,1, , ,3,2, , ,1,1,4,1,2,1,2,2,2,2,2,2,1,1,3,1,2, , , ,0,1, , ,1,2,4,2,2,2,2,2,9,9,1,2,2,2,3,1,2,2,3, ,2,2,2,2,3,9,2,1,1,2,3,2,3,1,1,5,2, ,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,9,2,2,1,3,0.5085809834667516
201801134732,12/13/2022 15:14:53,12/13/2022 16:03:27,1,1,1,3,2,4,1,2,3,5,1,3,3,1,3,9,1,0,1,1,1,0,4,4,2,1,1,3,2,2,1,3,2, , , ,0, , , ,0, , , ,0,3,9,3,99,3,3,4,3, , , , , , , ,3,9,2,1, , ,3,3, , ,5,2, ,1,9,1,2,2,2,3,2,2,9,1,2,9,1,3, , ,1, , , ,0,1,2,3,2,9,2,2,9,9,3,2,2,3,9,1,9,9,1,3,3,9,2,9,2,2,2,2,2,2,3,3,4,2,1,5,2, ,1,1,1,1,1,1,1,2,1,5,2, ,2,4,1,5,4,2,1,2,0.6025763880095654
201801134758,12/14/2022 05:17:32,12/14/2022 05:47:24,1,1,2,2,3,2,1,2,3,5,9,2,3,9,9,9,0,1,1,0,0,0,2,3,1,1,3,3,3,2,1,2,3, , , ,0, , , ,0,99, , ,99, , , , , , , , ,3,9,3,2,3,9,2, , , , ,3,3, , ,3,9,5,2, ,1,3,1,2,9,2,3,2,2,9,1,9,2,2, , , ,0,99, , ,99,2,4,3,2,1,2,9,2,2,9,2,9,3,9,2,9,2,3, ,2,1,2,2,2,9,2,2,2,2,3,3,4,1,2,3,2, ,1,99,99,1,1,1,11,1,4,2,3,1,1,1,1,2,2,2,1,1,0.4451389896731298
201801134770,12/15/2022 13:17:43,12/15/2022 13:33:51,1,1,2,3,2,2,1,2,2,5,1,2,3,1,3,2,1,1,1,1,1,1,6,4,2,1,1,2,1,2,2,3,4, , , ,0,20, , ,1, , , ,0, , , , , , , , ,3,3,4,2,2,9,3, , , , ,3,9, , ,2,3,5,2, ,1,2,1,3,9,9,2,2,2,9,9,2,9,2, , , ,0,10, , ,1,1,4,2,2,2,2,2,2,2,9,2,3,3,9,1,2,2,1,4,2,9,2,2,2,1,1,1,2,2,3,3,4,2,1,5,2, ,1,1,1,1,1,2,12, ,3,5,3,2,2,4,1,9,4,1,1,3,0.35941384743955834
201801134774,12/13/2022 14:35:35,12/13/2022 23:18:17,1,1,2,4,3,4,2,2,2,2,1,2,3,1,3,2,1,1,1,1,1,1,6,4,2,1,2,2,3,2,3,2,5, , , ,0,20,10, ,1, , , ,0, , , , , , , , ,3,3,4,3,3,2,3, , , , ,3,9, , ,3,9,2,2,6,1,3,1,3,3,3,3,9,2,3,9,2,2,2, , , ,0,1, , ,1,2,4,3,2,2,2,2,2,9,9,1,3,3,9,1,9,2,3, ,2,9,2,9,2,9,1,2,2,2,3,3,3,2,2,4,2, ,1,4,4,1,1,1,1,1,1,1,1, ,1,1,1,8,1,2,2,3,1.2361284746251018
201801134808,12/13/2022 20:10:27,12/13/2022 20:23:56,1,1,2,3,3,3,2,1,3,3,1,2,3,1,3,2,1,1,1,1,1,1,6,2,1,2,2,3,1,2,3,3,2,99, , ,99, , , ,0, , , ,0, , , , , , , , ,2,3,4,2,2,1,2, , , , ,3,1, , ,1,3,1,2,6,2,2,9,2,9,2,3,1,2,3,3,3,3,2, , , ,0,99, , ,99,2,2,2,2,2,2,2,9,9,3,2,2,9,9,2,2,2,2,3,3,2,2,2,3,3,2,2,2,2,3,2,3,2,1,6,2, ,1,1,1,1,1,1,9, ,3,6,2, ,2,4,1,9,4,2,1,3,0.34225354370120004
201801134826,12/14/2022 21:59:53,12/14/2022 23:37:38,1,1,2,3,3,3,1,2,3,2,3,2,3,1,1,2,0,1,1,1,0,1,4,3,2,1,1,3,1,1,1,2,2,30, , ,1, , , ,0, , , ,0, , , , , , , , ,3,2,2,1,2,2,99, , , , ,3,2, , ,2,3,5,2, ,2,2,2,2,2,2,2,9,9,2,3,2,2,1,10,11, ,1, , , ,0,1,99,2,2,2,2,2,9,2,9,9,9,9,9,2,2,2,1,2,2,9,2,2,9,9,9,2,2,2,3,2,4,1,1,6,2, ,1,1,1,1,1,1,11,2,4,1,3,2,2,4,1,7,4,3,1,2,0.20667895195630573
201801134865,12/13/2022 19:21:32,12/13/2022 19:32:20,2,1,1,3,3,3,1,1,3,5,9,9,3,3,9,3,0,0,1,0,0,0,1,3,3,1,1,3,3,3,2,2,3, , , ,0, , , ,0, , , ,0,2,9,2,3,2,3,3,1, , , , , , , ,2,9,1,1, , ,3,9, , ,5,2, ,1,9,2,9,9,9,2,9,2,9,9,9,9,1,99, , ,99, , , ,0,2,3,2,9,1,9,9,2,2,9,9,9,9,9,2,2,2,2,3,1,2,2,2,1,1,2,2,2,2,3,3,4,1,2,3,2, ,1,1,1,1,1,6,1,2,1,2,3,1,1,1,1,2,2,5,1,2,0.4331455443230568
201801134876,12/13/2022 15:50:56,12/13/2022 16:08:56,2,1,2,2,1,1,1,3,3,5,3,1,2,1,2,2,0,0,0,1,0,1,2,2,3,1,2,3,3,2,3,3,3, , , ,0, , , ,0,50, , ,1, , , , , , , , ,3,9,2,3,3,9,2, , , , ,3,9, , ,3,9,1,2,3,2,9,2,2,9,2,3,1,2,2,9,2,3,2, , , ,0,1, , ,1,3, ,3,9,1,1,1,1,1,2,9,1,1,1,3,1,1,3, ,3,1,1,1,3,9,9,2,2,2,3,3,3,1,3,2,2, ,1,1,1,1,1,1,1,2,1,4,1, ,1,1,1,5,2,2,1,2,1.425274670688943
201801135014,12/14/2022 14:10:26,12/14/2022 14:36:31,1,1,1,4,3,3,1,2,2,5,3,2,2,1,3,2,0,1,0,1,1,1,4,4,3,1,2,3,2,2,3,2,2, , , ,0, , , ,0, , , ,0,3,9,2,1,3,9,3,1, , , , , , , ,2,1,3,2, , ,3,3, , ,5,2, ,9,3,2,9,9,2,3,2,2,9,1,2,9,2, , , ,0,1, , ,1,1,3,3,9,1,9,1,1,2,9,2,2,3,9,2,9,9,1,4,3,1,9,9,2,2,2,2,2,2,3,3,4,2,2,3,2, ,1,1,1,1,1,3,2,2,2,2,3,1,1,1,1,2,2,2,1,2,0.6218246761665425
201801135019,12/15/2022 11:58:01,12/15/2022 13:21:59,1,1,2,3,3,2,99,1,3,2,1,2,3,1,3,2,1,1,1,1,1,1,6,2,1,2,99,3,1,3,99,2,3, , , ,0, , , ,0,98, , ,1, , , , , , , , ,3,2,2,1,3,1,2, , , , ,3,2, , ,2,2,5,2, ,2,2,2,2,1,2,3,1,2,1,1,1,1,1,98, , ,1, , , ,0,2,2,3,2,2,2,2,2,2,9,2,9,2,3,1,9,2,2,2,3,1,2,2,3,2,2,2,2,2,3,3,3,1,1,5,2, ,1,1,1,1,1,1,2,2,2,6,3,1,1,1,1,7,2,2,2,2,0.612615523402995
201801135059,12/14/2022 08:40:59,12/14/2022 08:58:27,1,1,2,4,4,4,2,2,2,5,9,2,3,1,3,2,0,1,1,1,1,1,5,3,3,2,2,3,3,2,3,3,3, , , ,0, , , ,0,96, , ,1, , , , , , , , ,3,9,3,3,3,1,3, , , , ,3,2, , ,2,2,5,2, ,1,2,2,3,3,2,3,2,2,3,9,3,3,2, , , ,0,1, , ,1,2,3,3,9,9,2,2,9,2,3,1,3,3,3,1,2,2,2,3,1,2,2,9,2,2,2,2,1,2,4,3,3,1,3,2,2, ,1,1,1,1,1,1,12, ,3,6,2, ,2,4,1,4,5,1,2,2,2.276459299569839
201801135074,12/13/2022 14:40:53,12/13/2022 14:52:25,1,1,1,1,1,2,1,2,2,4,1,2,9,9,3,2,1,1,0,0,1,1,4,3,2,1,2,2,2,2,1,2,2, , , ,0, , , ,0, , , ,0,3,2,3,2,3,2,4,1, , , , , , , ,3,9,3,9, , ,3,3, , ,1,2,5,1,1,1,9,9,1,2,2,2,2,1,2,2,2, , , ,0,1,4, ,1,1,2,3,2,2,2,2,2,2,3,1,2,3,3,1,2,2,1,3,2,2,2,2,1,2,1,2,1,2,4,2,3,2,1,6,2, ,1,1,1,1,1,1,1,2,1,3,2, ,2,4,1,99,4,1,2,99,0.9388403854217255
201801135075,12/13/2022 22:34:54,12/13/2022 23:06:03,1,1,2,2,2,2,1,2,2,5,9,2,9,9,3,2,0,1,0,0,1,1,3,2,1,1,1,3,1,3,1,3,3, , , ,0, , , ,0,30, , ,1, , , , , , , , ,3,9,3,2,3,1,2, , , , ,3,9, , ,1,1,1,2,1,2,2,1,2,9,2,3,9,2,9,3,3,3,1,6, , ,1, , , ,0,1,2,3,2,2,2,2,2,1,4,1,4,4,2,1,2,2,1,3,2,2,2,2,1,1,1,1,1,2,4,2,2,2,1,5,2, ,1,4,4,1,1,1,11, ,4,6,3,2,2,4,1,9,5,1,2,3,0.6970574296494658
201801135091,12/13/2022 16:05:45,12/13/2022 16:19:14,1,1,1,3,2,2,1,2,3,2,1,2,3,9,3,2,1,1,1,0,1,1,5,2,1,2,3,1,1,2,1,3,3, , , ,0, , , ,0, , , ,0,3,1,1,1,3,3,4,1, , , , , , , ,3,1,3,1, , ,3,3, , ,5,2, ,9,9,9,9,9,9,3,2,2,9,9,9,9,2, , , ,0,99, , ,99,3, ,3,2,2,2,2,2,2,9,9,9,9,9,9,2,2,3, ,2,1,2,2,9,9,9,2,1,2,4,2,4,1,1,6,2, ,1,1,1,1,1,1,1,2,1,6,3,1,1,2,1,9,3,1,2,3,0.4171775942357686
201801135095,12/13/2022 21:15:02,12/13/2022 21:33:49,1,1,2,4,2,3,2,1,3,2,1,2,3,1,3,2,1,1,1,1,1,1,6,2,1,1,1,3,1,2,1,2,2,41,30,20,1, , , ,0, , , ,0, , , , , , , , ,3,2,3,3,2,1,2, , , , ,1,1, , ,2,2,1,1,3,1,1,1,2,2,2,2,2,2,1,1,2,2,2, , , ,0,1, , ,1,2,2,2,2,2,2,2,2,2,9,1,2,3,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,4,2,1,1,1,5,2, ,1,1,1,1,1,6,10, ,3,6,3,2,2,3,1,6,3,1,2,3,0.6036992128712393
201801135107,12/13/2022 16:23:47,12/13/2022 16:34:42,2,1,1,2,1,3,2,3,3,5,1,9,9,1,99,2,1,0,0,1,0,1,3,3,2,2,1,2,2,2,3,3,3, , , ,0, , , ,0, , , ,0,3,9,2,3,3,9,3,1, , , , , , , ,3,2,2,9, , ,3,9, , ,1,2,7,2,2,1,2,2,1,2,9,2,2,9,2,2,2, , , ,0,99, , ,99,1,1,3,2,2,2,1,2,1,3,4,9,2,9,1,2,2,1,3,3,2,2,2,9,1,1,2,1,2,4,2,3,2,1,5,2, ,1,1,1,1,1,6,2,2,2,5,1, ,1,1,1,9,2,2,2,3,0.6862081929028895
201801135108,12/14/2022 08:13:47,12/14/2022 08:23:42,1,1,2,3,3,2,1,2,1,5,1,2,3,1,3,2,1,1,1,1,1,1,6,3,1,1,2,3,1,2,1,3,2,10, , ,1, , , ,0, , , ,0, , , , , , , , ,3,1,2,1,2,1,2, , , , ,3,2, , ,3,2,1,2,6,1,2,2,1,1,1,2,1,2,3,1,2,2,2, , , ,0,1,4, ,1,2,3,3,1,1,1,1,1,1,3,2,9,9,2,2,2,2,2,3,2,1,2,9,2,2,1,1,1,2,4,2,2,2,1,5,2, ,1,1,1,1,1,1,12, ,3,5,1, ,1,2,1,9,3,1,1,3,0.44707072702960554
201801135217,12/13/2022 14:54:31,12/13/2022 15:05:37,1,1,2,4,3,4,1,2,2,5,9,9,9,9,9,9,0,0,0,0,0,0,0,3,99,1,2,2,3,2,2,99,3, , , ,0, , , ,0,99, , ,1, , , , , , , , ,3,1,4,99,3,9,4, , , , ,3,9, , ,3,9,5,2, ,2,9,2,99,99,99,3,9,9,9,9,9,9,2, , , ,0,99, , ,1,2,99,3,9,9,9,9,9,9,3,1,3,3,2,1,2,2,2,99,3,9,9,9,2,2,2,2,2,2,4,3,4,2,3,2,2, ,1,1,1,1,1,1,99,1,99,2,4,99,9,9,1,99,99,3,99,99,1.648583848737015
